ifInOctets11,ifOutOctets11,ifoutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcp?ActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class,in_smooth,out_smooth,anamoly_in,anamoly_out,ifInOctets11_anomaly,ifOutOctets11_anomaly,ifoutDiscards11_anomaly,ifInUcastPkts11_anomaly,ifInNUcastPkts11_anomaly,ifInDiscards11_anomaly,ifOutUcastPkts11_anomaly,ifOutNUcastPkts11_anomaly,tcpOutRsts_anomaly,tcpInSegs_anomaly,tcpOutSegs_anomaly,tcpPassiveOpens_anomaly,tcpRetransSegs_anomaly,tcpCurrEstab_anomaly,tcpEstabResets_anomaly,tcp?ActiveOpens_anomaly,udpInDatagrams_anomaly,udpOutDatagrams_anomaly,udpInErrors_anomaly,udpNoPorts_anomaly,ipInReceives_anomaly,ipInDelivers_anomaly,ipOutRequests_anomaly,ipOutDiscards_anomaly,ipInDiscards_anomaly,ipForwDatagrams_anomaly,ipOutNoRoutes_anomaly,ipInAddrErrors_anomaly,icmpInMsgs_anomaly,icmpInDestUnreachs_anomaly,icmpOutMsgs_anomaly,icmpOutDestUnreachs_anomaly,icmpInEchos_anomaly,icmpOutEchoReps_anomaly,in_smooth_anomaly,out_smooth_anomaly,anomalies_score
1078623772,2666030100,193843,121256094,17607,193843,54024248,4593,4,195,189,12,0,0,8,10,99706,63277,0,28,175401510,103550,63516,4,39,175363078,7,62,12,11,13,12,1,1,udp-flood,1668002934.28,2639852912.04,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
3512788521,1069397831,0,62290682,20494,0,10286554,4725,1,824,647,60,14,2,5,3,301501,240802,1,22,72647455,306259,241533,569,23,72582243,7,0,63,34,52,23,29,29,normal,2730621545.52,1068610315.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
1259299416,2666902954,193843,121418831,17615,193843,54038324,4594,4,195,189,12,0,0,8,10,100048,63529,0,28,175616556,103894,63768,4,39,175578070,7,62,12,11,13,12,1,1,udp-flood,1690952581.5,2640920682.12,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
1575543597,2668469949,193843,121703632,17628,193843,54063119,4656,4,195,189,12,0,0,8,10,100416,63889,0,28,175832960,104332,64128,4,39,175794502,7,62,12,11,13,12,1,1,udp-flood,1719030870.7,2642000371.3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2356663740,2897049916,193843,145783171,21901,193843,58123312,5485,4,195,189,12,0,0,8,10,174378,128757,0,28,203996580,179022,128996,4,39,203946933,7,62,12,11,13,12,1,1,slowpost,1709793871.18,2871853063.66,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
4287333043,2611625920,193843,115799592,16602,193843,53084727,4347,4,195,189,12,0,0,8,10,84583,50085,0,28,168928595,88235,50324,4,39,168891074,7,62,12,11,13,12,1,1,udp-flood,2616415255.54,2585149796.24,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
52685209,2612579574,193843,115868050,16610,193843,53101426,4375,4,195,189,12,0,0,8,10,84870,50387,0,28,169024400,88542,50626,4,39,168986861,7,62,12,11,13,12,1,1,udp-flood,2598231112.62,2586231141.06,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2452252604,2582694154,193843,113715689,15841,193843,52577244,4263,4,195,189,12,0,0,8,10,75975,43173,0,28,166335317,79556,43412,4,39,166299553,7,62,12,11,13,12,1,1,udp-flood,1536460042.66,1796675659.06,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2513238874,2583675134,193843,113785518,15849,193843,52594492,4263,4,195,189,12,0,0,8,10,76294,43425,0,28,166429751,79875,43664,4,39,166393977,7,62,12,11,13,12,1,1,udp-flood,1510038675.56,1837582985.42,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2571340154,2584605930,193843,113851817,15858,193843,52610830,4267,4,195,189,12,0,0,8,10,76613,43677,0,28,166525383,80194,43916,4,39,166489451,7,62,12,11,13,12,1,1,udp-flood,1482977658.82,1878502985.62,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2630596500,2585536426,193843,113919079,15865,193843,52627170,4268,4,195,189,12,0,0,8,10,76939,43950,0,28,166621597,80535,44189,4,39,166585715,7,62,12,11,13,12,1,1,udp-flood,1455514350.92,1919436308.06,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2689850452,2586504389,193843,113986333,15872,193843,52643510,4339,4,195,189,12,0,0,8,10,77286,44289,0,28,166717625,80939,44528,4,39,166681586,7,62,12,11,13,12,1,1,udp-flood,1427637726.02,1960383702.08,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2789894552,2588081748,193843,114099895,15885,193843,52671187,4342,4,195,189,12,0,0,8,10,77606,44541,0,28,166813886,81258,44780,4,39,166777870,7,62,12,11,13,12,1,1,udp-flood,1400171625.16,2001357356.44,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2857920784,2589152700,193843,114177113,15895,193843,52690001,4342,4,195,189,12,0,0,8,10,77924,44793,0,28,166910182,81576,45032,4,39,166874024,7,62,12,11,13,12,1,1,udp-flood,1372467811.02,2042347141.32,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2926123600,2590226226,193843,114254540,15903,193843,52708856,4342,4,195,189,12,0,0,8,10,78244,45045,0,28,167006363,81896,45284,4,39,166970227,7,62,12,11,13,12,1,1,udp-flood,1430435206.4,2083353108.2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2985885840,2591162892,193843,114322380,15911,193843,52725313,4342,4,195,189,12,0,0,8,10,78563,45297,0,28,167102469,82215,45536,4,39,167066132,7,62,12,11,13,12,1,1,udp-flood,1486771891.26,2124368440.24,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
3045020886,2592092256,193843,114389505,15919,193843,52741635,4342,4,195,189,12,0,0,8,10,78881,45549,0,28,167198357,82533,45788,4,39,167162019,7,62,12,11,13,12,1,1,udp-flood,1542484353.24,2165396390.04,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
3104275328,2593025508,193843,114456767,15927,193843,52758029,4342,4,195,189,12,0,0,8,10,79211,45801,0,28,167294536,82863,46040,4,39,167258079,7,62,12,11,13,12,1,1,udp-flood,1597639654.54,2206437190.76,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
3163530792,2593956666,193843,114524036,15948,193843,52774384,4342,4,195,189,12,0,0,8,10,79529,46053,0,28,167390614,83181,46292,4,39,167354121,7,62,12,11,13,12,1,1,udp-flood,1652383787.64,2247491327.2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
3266289730,2595570016,193843,114640668,15961,193843,52802721,4342,4,195,189,12,0,0,8,10,79843,46305,0,28,167486746,83495,46544,4,39,167450168,7,62,12,11,13,12,1,1,udp-flood,1707593343.3,2288572441.88,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
1921223760,2574092114,193843,113107499,15756,193843,52426155,4263,4,186,182,12,0,2,8,10,73466,41157,0,28,165576220,77037,41389,4,39,165540996,7,62,12,11,13,12,1,1,udp-flood,1728985560.06,1469981519.18,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1987889700,2575166506,193843,113183861,15772,193843,52445040,4263,4,195,189,12,0,0,8,10,73758,41409,0,28,165671413,77338,41648,4,39,165636156,7,62,12,11,13,12,1,1,udp-flood,1706448595.5,1510766365.52,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2053614507,2576238006,193843,113259133,15781,193843,52463846,4263,4,195,189,12,0,0,8,10,74073,41661,0,28,165766292,77654,41900,4,39,165730951,7,62,12,11,13,12,1,1,udp-flood,1683421551.94,1551566636.7,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2110942709,2577166110,193843,113324788,15795,193843,52480150,4263,4,195,189,12,0,0,8,10,74391,41913,0,28,165861039,77971,42152,4,39,165825591,7,62,12,11,13,12,1,1,udp-flood,1659900774.66,1592380169.32,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2168448195,2578098244,193843,113390646,15802,193843,52496523,4263,4,195,189,12,0,0,8,10,74712,42165,0,28,165956066,78292,42404,4,39,165920561,7,62,12,11,13,12,1,1,udp-flood,1635948671.66,1633207045.94,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2225893538,2579027040,193843,113456439,15811,193843,52512841,4263,4,195,189,12,0,0,8,10,75024,42417,0,28,166050563,78607,42656,4,39,166015048,7,62,12,11,13,12,1,1,udp-flood,1611543103.52,1674047206.16,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2283339666,2579956728,193843,113522232,15823,193843,52540086,4263,4,195,189,12,0,0,8,10,75339,42669,0,28,166145890,78919,42908,4,39,166110221,7,62,12,11,13,12,1,1,udp-flood,1586699765.74,1714900670.58,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2385995756,2581617728,193843,113639807,15832,193843,52558347,4263,4,195,189,12,0,0,8,10,75659,42921,0,28,166240628,79239,43160,4,39,166205002,7,62,12,11,13,12,1,1,udp-flood,1562307567.32,1755782068.16,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2660939997,2632460552,193843,192132799,28992,193843,69926111,7019,4,195,189,12,0,0,8,10,290457,228867,0,28,262136548,296469,229106,7,39,262070322,7,62,12,11,13,12,1,1,tcp-syn,1702359832.6,2592249472.52,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
2780789739,2634588890,193843,192262717,29001,193843,69964508,7020,4,195,189,12,0,0,8,10,290777,229119,0,28,262304919,296790,229358,7,39,262238591,7,62,12,11,13,12,1,1,tcp-syn,1672335966.74,2594181405.18,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
988962383,3481923211,196630,243982848,35238,196630,93698308,8311,4,195,189,12,0,0,8,10,382158,307233,0,28,337776280,389298,307472,9,39,337695828,7,62,12,11,13,12,1,1,icmp-echo,2130148737.36,2860992296.32,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
3637951008,1316745379,196630,235375779,34127,196630,89760853,8065,4,195,189,12,0,0,8,10,358271,285233,0,28,325235907,365195,285472,9,39,325157115,7,62,12,11,13,12,1,1,icmp-echo,2544773605.24,392252044.92,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
3734242576,1338474947,196630,235456941,34148,196630,89800529,8065,4,195,189,12,0,0,8,10,358567,285485,0,28,325378616,365492,285724,9,39,325299816,7,62,12,11,13,12,1,1,icmp-echo,2565752706.76,413859969.74,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
3830372230,1360193989,196630,235537975,34163,196630,89840150,8068,4,195,189,12,0,0,8,10,358857,285737,0,28,325520761,365782,285976,9,39,325441872,7,62,12,11,13,12,1,1,icmp-echo,2586358055.44,435888141.08,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
3060970478,1186416517,196630,234889467,34040,196630,89523094,7993,4,195,189,12,0,0,8,10,356665,283865,0,28,324517906,363517,284104,9,39,324439813,7,62,12,11,13,12,1,1,icmp-echo,2439457262.14,291529340.62,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
3157084752,1208092177,196630,234970465,34049,196630,89562668,7993,4,195,189,12,0,0,8,10,356987,284117,0,28,324663867,363840,284356,9,39,324585413,7,62,12,11,13,12,1,1,icmp-echo,2460258108.2,310607849.54,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
3253291692,1229821761,196630,235051552,34061,196630,89602326,7993,4,195,189,12,0,0,8,10,357314,284369,0,28,324807591,364166,284608,9,39,324728989,7,62,12,11,13,12,1,1,icmp-echo,2480604923.68,330103640.86,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
3419586940,1267422799,196630,235191717,34095,196630,89670859,8065,4,195,189,12,0,0,8,10,357681,284729,0,28,324950719,364606,284968,9,39,324872127,7,62,12,11,13,12,1,1,icmp-echo,2501915297.52,350334482.2,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
3533453692,1293134005,196630,235287725,34112,196630,89717763,8065,4,195,189,12,0,0,8,10,357979,284981,0,28,325093591,364903,285220,9,39,325014839,7,62,12,11,13,12,1,1,icmp-echo,2523426101.82,371064400.22,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
485165133,1574654071,196630,236338540,34269,196630,90231625,8072,4,195,189,12,0,0,8,10,360924,287753,0,28,326657619,367848,287992,9,39,326578664,7,62,12,11,13,12,1,1,icmp-echo,2303146070.52,630766899.24,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
593611107,1599136275,196630,236429960,34277,196630,90276315,8072,4,195,189,12,0,0,8,10,361176,288005,0,28,326799129,368100,288244,9,39,326720155,7,62,12,11,13,12,1,1,icmp-echo,2232926541.58,657422991.1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
689929055,1620892233,196630,236511150,34285,196630,90316004,8072,4,195,189,12,0,0,8,10,361428,288257,0,28,326941008,368352,288496,9,39,326862263,7,62,12,11,13,12,1,1,icmp-echo,2161789810.28,684498554.12,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
786244321,1642647215,196630,236592335,34293,196630,90355693,8072,4,195,189,12,0,0,8,10,361680,288509,0,28,327083459,368604,288748,9,39,327004483,7,62,12,11,13,12,1,1,icmp-echo,2175772750.22,711993761.02,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
882471677,1664388435,196630,236673449,34301,196630,90395365,8072,4,195,189,12,0,0,8,10,361942,288761,0,28,327226279,368866,289000,9,39,327147251,7,62,12,11,13,12,1,1,icmp-echo,2189161404.6,739909920.32,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1051007127,1702466289,196630,236815487,34314,196630,90464898,8072,4,195,189,12,0,0,8,10,362194,289013,0,28,327367564,369118,289252,9,39,327288568,7,62,12,11,13,12,1,1,icmp-echo,2203388684.84,768573616.94,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1163704001,1727934487,196630,236910477,34323,196630,90511399,8072,4,195,189,12,0,0,8,10,362450,289265,0,28,327509126,369375,289504,9,39,327430204,7,62,12,11,13,12,1,1,icmp-echo,2217348140.32,797733065.44,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1267538781,1751365587,196630,236998029,34365,196630,90554189,8072,4,195,189,12,0,0,8,10,362708,289517,0,28,327650040,369632,289756,9,39,327571099,7,62,12,11,13,12,1,1,icmp-echo,2230852912.28,827347564.18,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1363606591,1773021109,196630,237079001,34396,196630,90593757,8072,4,195,189,12,0,0,8,10,362985,289769,0,28,327791235,369909,290008,9,39,327712336,7,62,12,11,13,12,1,1,icmp-echo,2241751013.12,857370923.28,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1459795161,1794718905,196630,237160076,34439,196630,90633374,8072,4,195,189,12,0,0,8,10,363275,290023,0,28,327932489,370199,290262,9,39,327853541,7,62,12,11,13,12,1,1,icmp-echo,2251646531.64,887812483.62,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1556660010,1816420652,196630,237241696,34463,196630,90699538,8073,4,195,189,12,0,0,8,10,363537,290275,0,28,328075452,370461,290514,9,39,327996532,7,62,12,11,13,12,1,1,icmp-echo,2260828227.78,918673862.02,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
2242584142,1968526300,196630,237819376,34550,196630,90977096,8148,4,195,189,12,0,0,8,10,365104,291895,0,28,328931732,372100,292134,9,39,328852710,7,62,12,11,13,12,1,1,icmp-echo,2308631881.76,1115124707.24,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
2417143496,2007215284,196630,237966395,34565,196630,91021302,8150,4,195,189,12,0,0,8,10,365369,292147,0,28,329074789,372365,292386,9,39,328995644,7,62,12,11,13,12,1,1,icmp-echo,2314810922.1,1149691844.24,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
2531549088,2032591038,196630,238062751,34573,196630,91067625,8151,4,195,189,12,0,0,8,10,365623,292399,0,28,329217411,372619,292638,9,39,329138234,7,62,12,11,13,12,1,1,icmp-echo,2320758770.36,1184753287.68,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
2634670008,2055455646,196630,238149591,34581,196630,91109348,8151,4,195,189,12,0,0,8,10,365875,292651,0,28,329356587,372871,292890,9,39,329277220,7,62,12,11,13,12,1,1,icmp-echo,2326239808.58,1220258803.48,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
2732514240,2077166704,196630,238231987,34590,196630,91148970,8152,4,195,189,12,0,0,8,10,366127,292903,0,28,329494800,373123,293142,9,39,329415558,7,62,12,11,13,12,1,1,icmp-echo,2331167352.92,1256175828.76,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
